inp	gt
"487	ཀྱུ"	"487	ཀྱུ"
"1222	ཙམ"	"1222	ཙམ"
"2217	ཟིར"	"2217	ཟིར"
"1622	ཤིད"	"1622	ཤིད"
"650	གཞུ"	"650	གཞུ"
"1718	གིན"	"1718	གིན"
"1343	ཚས"	"1343	ཚས"
"788	འཇི"	"788	འཇི"
"2903	རྔེང"	"2903	རྔེང"
"1027	འདྲི"	"1027	འདྲི"
"2829	རྐུམ"	"2829	རྐུམ"
"2087	ནིའ"	"2087	ནིའ"
"2377	ཁེལ"	"2377	ཁེལ"
"2503	ཉེས"	"2503	ཉེས"
"167	དགྲ"	"167	དགྲ"
"3008	རྫེས"	"3008	རྫེས"
"807	འཆེ"	"807	འཆེ"
"3104	རྩོར"	"3104	རྩོར"
"830	དཀྲི"	"830	དཀྲི"
"3133	ལྕག"	"3133	ལྕག"
"3453	ལྒེད"	"3453	ལྒེད"
"1141	རད"	"1141	རད"
"2020	ཅེམ"	"2020	ཅེམ"
"117	གན"	"117	གན"
"600	སྤྱེ"	"600	སྤྱེ"
"993	བརྐྱེ"	"993	བརྐྱེ"
"2068	འོམ"	"2068	འོམ"
"1858	འིབ"	"1858	འིབ"
"2761	རྙུག"	"2761	རྙུག"
"597	སྨྱུ"	"597	སྨྱུ"
"3433	ལྒེག"	"3433	ལྒེག"
"2745	རྐིས"	"2745	རྐིས"
"657	གཏེ"	"657	གཏེ"
"1369	ཕིག"	"1369	ཕིག"
"1648	འུད"	"1648	འུད"
"2421	མོལ"	"2421	མོལ"
"1389	ངུག"	"1389	ངུག"
"2585	རྨམ"	"2585	རྨམ"
"301	པེ"	"301	པེ"
"1471	ལོག"	"1471	ལོག"
"1637	ནུད"	"1637	ནུད"
"2617	རྙལ"	"2617	རྙལ"
"2273	ཚེར"	"2273	ཚེར"
"1653	སུད"	"1653	སུད"
"2429	ཡོལ"	"2429	ཡོལ"
"516	བྲི"	"516	བྲི"
"2254	ཧུར"	"2254	ཧུར"
"3385	ལྕུམ"	"3385	ལྕུམ"
"2664	རྗིད"	"2664	རྗིད"
"1168	འན"	"1168	འན"
"3294	ལྔིའ"	"3294	ལྔིའ"
"2805	རྐུན"	"2805	རྐུན"
"2520	རེས"	"2520	རེས"
"2896	རྣེག"	"2896	རྣེག"
"866	བརྒི"	"866	བརྒི"
"1030	འཁྱུ"	"1030	འཁྱུ"
"1927	ཁོབ"	"1927	ཁོབ"
"2673	རྐིན"	"2673	རྐིན"
"1277	ནར"	"1277	ནར"
"2272	ཙེར"	"2272	ཙེར"
"1621	ལིད"	"1621	ལིད"
"233	ཅི"	"233	ཅི"
"3487	ལྟེམ"	"3487	ལྟེམ"
"646	གཏུ"	"646	གཏུ"
"3482	ལྐེམ"	"3482	ལྐེམ"
"1799	ཡེན"	"1799	ཡེན"
"2916	རྗེད"	"2916	རྗེད"
"1056	འབྲོ"	"1056	འབྲོ"
"946	བགྱི"	"946	བགྱི"
"3232	ལྐིག"	"3232	ལྐིག"
"1925	ཨེབ"	"1925	ཨེབ"
"768	མཉེ"	"768	མཉེ"
"1280	བར"	"1280	བར"
"3243	ལྒིང"	"3243	ལྒིང"
"1065	ཏག"	"1065	ཏག"
"2133	ཤུའ"	"2133	ཤུའ"
"1107	ཞང"	"1107	ཞང"
"1742	ཤིན"	"1742	ཤིན"
"1569	ངོང"	"1569	ངོང"
"1633	ཉུད"	"1633	ཉུད"
"2628	རྗས"	"2628	རྗས"
"3160	ལྐན"	"3160	ལྐན"
"2481	མུས"	"2481	མུས"
"246	ཚི"	"246	ཚི"
"1218	པམ"	"1218	པམ"
"2299	ཕོར"	"2299	ཕོར"
"3328	ལྡིས"	"3328	ལྡིས"
"2654	རྟིང"	"2654	རྟིང"
"846	དགྱེ"	"846	དགྱེ"
"1674	ཛེད"	"1674	ཛེད"
"3126	རྦོས"	"3126	རྦོས"
"200	བརྒ"	"200	བརྒ"
"2131	རུའ"	"2131	རུའ"
"742	མགི"	"742	མགི"
"618	སྨྲུ"	"618	སྨྲུ"
"2118	ནུའ"	"2118	ནུའ"
"798	འཇུ"	"798	འཇུ"
"3448	ལྡེང"	"3448	ལྡེང"
"672	གཞོ"	"672	གཞོ"
"869	བརྙི"	"869	བརྙི"
"897	བརྔོ"	"897	བརྔོ"
"1340	བས"	"1340	བས"
"1559	ཡེང"	"1559	ཡེང"
"250	ཟི"	"250	ཟི"
"1454	ཏོག"	"1454	ཏོག"
"922	བསྒྲུ"	"922	བསྒྲུ"
"2583	རྣམ"	"2583	རྣམ"
"763	མཁེ"	"763	མཁེ"
"125	དག"	"125	དག"
"3050	རྟོན"	"3050	རྟོན"
"827	དཔྱི"	"827	དཔྱི"
"1355	ཨས"	"1355	ཨས"
"811	འཕེ"	"811	འཕེ"
"223	འབྱ"	"223	འབྱ"
"1666	དེད"	"1666	དེད"
"3352	ལྐུད"	"3352	ལྐུད"
"156	འད"	"156	འད"
"1732	ཙིན"	"1732	ཙིན"
"2264	ཏེར"	"2264	ཏེར"
"1976	ཞིམ"	"1976	ཞིམ"
"978	བཟློ"	"978	བཟློ"
"2302	ཙོར"	"2302	ཙོར"
"2778	རྨུང"	"2778	རྨུང"
"3224	ལྔས"	"3224	ལྔས"
"563	སླུ"	"563	སླུ"
"1236	ཀའ"	"1236	ཀའ"
"1884	ཛུབ"	"1884	ཛུབ"
"1151	ཆན"	"1151	ཆན"
"2780	རྫུང"	"2780	རྫུང"
"3483	ལྒེམ"	"3483	ལྒེམ"
"1535	ཨུང"	"1535	ཨུང"
"302	ཕེ"	"302	ཕེ"
"3337	ལྟུག"	"3337	ལྟུག"
"2495	ཨུས"	"2495	ཨུས"
1002    བསྒྱོ	1002    བསྒྱོ
"169	དབྲ"	"169	དབྲ"
"149	མཚ"	"149	མཚ"
"3405	ལྕུར"	"3405	ལྕུར"
"2059	ཕོམ"	"2059	ཕོམ"
"1979	ཡིམ"	"1979	ཡིམ"
"1543	ཉེང"	"1543	ཉེང"
"3173	ལྔབ"	"3173	ལྔབ"
"1828	འོན"	"1828	འོན"
"2898	རྨེག"	"2898	རྨེག"
"2201	ཆིར"	"2201	ཆིར"
"3187	ལྟམ"	"3187	ལྟམ"
"374	རྒེ"	"374	རྒེ"
"1949	ཡོབ"	"1949	ཡོབ"
"15	མ"	"15	མ"
"59	སྤ"	"59	སྤ"
"2544	ཇོས"	"2544	ཇོས"
"610	སྒྲི"	"610	སྒྲི"
"441	སྟི"	"441	སྟི"
"2028	པེམ"	"2028	པེམ"
"1108	ཟང"	"1108	ཟང"
"2748	རྗིས"	"2748	རྗིས"
"1020	མགྲོ"	"1020	མགྲོ"
"3420	ལྦུལ"	"3420	ལྦུལ"
"2456	ཞིས"	"2456	ཞིས"
"254	ལི"	"254	ལི"
"21	ཟ"	"21	ཟ"
"1696	དོད"	"1696	དོད"
"2207	ནིར"	"2207	ནིར"
"2852	རྫུའ"	"2852	རྫུའ"
"2565	རྨག"	"2565	རྨག"
"1933	ཉོབ"	"1933	ཉོབ"
"737	བཞོ"	"737	བཞོ"
"2996	རྫེལ"	"2996	རྫེལ"
"2566	རྩག"	"2566	རྩག"
"2410	ཅོལ"	"2410	ཅོལ"
"593	སྐྱུ"	"593	སྐྱུ"
"1069	པག"	"1069	པག"
"2105	ཨིའ"	"2105	ཨིའ"
"823	འཚོ"	"823	འཚོ"
"2857	རྙུར"	"2857	རྙུར"
"423	ལྡེ"	"423	ལྡེ"
"164	དབྱ"	"164	དབྱ"
"2599	རྣན"	"2599	རྣན"
"1897	ཁེབ"	"1897	ཁེབ"
"1605	ཐིད"	"1605	ཐིད"
"2613	རྐལ"	"2613	རྐལ"
"1305	ཐལ"	"1305	ཐལ"
"2389	ཕེལ"	"2389	ཕེལ"
"916	བསྙི"	"916	བསྙི"
"2717	རྦིའ"	"2717	རྦིའ"
"3444	ལྔེང"	"3444	ལྔེང"
"598	སྐྱེ"	"598	སྐྱེ"
"2779	རྩུང"	"2779	རྩུང"
"1940	བོབ"	"1940	བོབ"
"1200	རབ"	"1200	རབ"
"2828	རྫུབ"	"2828	རྫུབ"
"2282	ཤེར"	"2282	ཤེར"
"1192	ཙབ"	"1192	ཙབ"
"3032	རྫོང"	"3032	རྫོང"
"2578	རྩང"	"2578	རྩང"
"1455	ཐོག"	"1455	ཐོག"
"230	ཁི"	"230	ཁི"
"2562	རྩན"	"2562	རྩན"
"2420	བོལ"	"2420	བོལ"
"1993	ཉུམ"	"1993	ཉུམ"
"960	བགྲེ"	"960	བགྲེ"
"2330	བིལ"	"2330	བིལ"
"931	བསྔེ"	"931	བསྔེ"
"921	བསྐུ"	"921	བསྐུ"
"2076	ཀིའ"	"2076	ཀིའ"
"1848	པིབ"	"1848	པིབ"
"1314	ཛལ"	"1314	ཛལ"
"465	སྤེ"	"465	སྤེ"
"3201	ལྷའ"	"3201	ལྷའ"
"385	རྐོ"	"385	རྐོ"
"2935	རྩེན"	"2935	རྩེན"
"3492	ལྐེའ"	"3492	ལྐེའ"
"3134	ལྗག"	"3134	ལྗག"
"1276	དར"	"1276	དར"
"3321	ལྷིལ"	"3321	ལྷིལ"
"2	ག"	"2	ག"
"2155	ཝེའ"	"2155	ཝེའ"
"1303	ཉལ"	"1303	ཉལ"
"2034	ཛེམ"	"2034	ཛེམ"
"58	སྣ"	"58	སྣ"
"339	ཞོ"	"339	ཞོ"
"2014	ཧུམ"	"2014	ཧུམ"
"1166	ཞན"	"1166	ཞན"
"553	གླི"	"553	གླི"
"2736	རྗིལ"	"2736	རྗིལ"
"464	སྣེ"	"464	སྣེ"
"2900	རྫེག"	"2900	རྫེག"
"1599	ངིད"	"1599	ངིད"
"2655	རྡིང"	"2655	རྡིང"
"2881	རྙུས"	"2881	རྙུས"
"2566	རྔབ"	"2566	རྔབ"
"1163	ཚན"	"1163	ཚན"
"69	མྱ"	"69	མྱ"
"794	འཛི"	"794	འཛི"
"781	མདོ"	"781	མདོ"
"2183	ཚོལ"	"2183	ཚོལ"
"5	ཆ"	"5	ཆ"
"2011	ལུམ"	"2011	ལུམ"
"3245	ལྕིང"	"3245	ལྕིང"
"1308	པལ"	"1308	པལ"
"2263	ཉེར"	"2263	ཉེར"
"3052	རྣོན"	"3052	རྣོན"
"2387	ནེལ"	"2387	ནེལ"
"638	གཙི"	"638	གཙི"
"2344	ཧིལ"	"2344	ཧིལ"
"2228	གུར"	"2228	གུར"
"60	སྦ"	"60	སྦ"
"3192	ལྐའ"	"3192	ལྐའ"
"3061	རྙོབ"	"3061	རྙོབ"
"1439	ཡེག"	"1439	ཡེག"
"2143	ཇེའ"	"2143	ཇེའ"
"628	སྨྲོ"	"628	སྨྲོ"
"170	དམྲ"	"170	དམྲ"
"1912	ཙེབ"	"1912	ཙེབ"
"107	སྐྲ"	"107	སྐྲ"
"338	ཝོ"	"338	ཝོ"
"329	དོ"	"329	དོ"
"558	ཀླུ"	"558	ཀླུ"
"3359	ལྤུད"	"3359	ལྤུད"
"1967	ནིམ"	"1967	ནིམ"
"1456	དོག"	"1456	དོག"
"2441	ཆིས"	"2441	ཆིས"
"1891	ལུབ"	"1891	ལུབ"
"2437	ཁིས"	"2437	ཁིས"
"792	འབི"	"792	འབི"
"2878	རྒུས"	"2878	རྒུས"
"3210	ལྦར"	"3210	ལྦར"
"2918	རྟེད"	"2918	རྟེད"
"3363	ལྒུན"	"3363	ལྒུན"
"619	སྐྲེ"	"619	སྐྲེ"
"1984	ཧིམ"	"1984	ཧིམ"
"3499	ལྤེའ"	"3499	ལྤེའ"
"995	བསྐྱེ"	"995	བསྐྱེ"
"2474	ཏུས"	"2474	ཏུས"
"1112	ལང"	"1112	ལང"
"2569	རྟབ"	"2569	རྟབ"
"3030	རྨོང"	"3030	རྨོང"
"1987	ཁུམ"	"1987	ཁུམ"
"1595	ཨོང"	"1595	ཨོང"
"987	བརྐྱུ"	"987	བརྐྱུ"
"2511	མེས"	"2511	མེས"
"3478	ལྡེབ"	"3478	ལྡེབ"
"1195	ཝབ"	"1195	ཝབ"
"1503	སིང"	"1503	སིང"
"3099	རྟོར"	"3099	རྟོར"
"2971	རྩེའ"	"2971	རྩེའ"
"2436	ཀིས"	"2436	ཀིས"
"281	འུ"	"281	འུ"
"1857	ཟིབ"	"1857	ཟིབ"
"1363	ཉིག"	"1363	ཉིག"
"35	རྟ"	"35	རྟ"
"2350	ཅུལ"	"2350	ཅུལ"
"3341	ལྷུག"	"3341	ལྷུག"
"142	མང"	"142	མང"
"3063	རྡོབ"	"3063	རྡོབ"
"3144	ལྗང"	"3144	ལྗང"
"509	ཁྲི"	"509	ཁྲི"
"2250	རུར"	"2250	རུར"
"3290	ལྦིམ"	"3290	ལྦིམ"
"801	འཕུ"	"801	འཕུ"
"1046	འཕྲེ"	"1046	འཕྲེ"
"769	མཐེ"	"769	མཐེ"
"1676	ཞེད"	"1676	ཞེད"
"3384	ལྔུམ"	"3384	ལྔུམ"
"1006	མགྱི"	"1006	མགྱི"
"1806	ཀོན"	"1806	ཀོན"
"947	བཀྱུ"	"947	བཀྱུ"
"1896	ཀེབ"	"1896	ཀེབ"
"2297	ནོར"	"2297	ནོར"
"952	བགྱོ"	"952	བགྱོ"
"1789	ཕེན"	"1789	ཕེན"
"2849	རྦུའ"	"2849	རྦུའ"
"2039	ཡེམ"	"2039	ཡེམ"
"860	དཀྲོ"	"860	དཀྲོ"
"3342	ལྐུང"	"3342	ལྐུང"
"3001	རྙེས"	"3001	རྙེས"
"290	ཁེ"	"290	ཁེ"
"890	བརྟེ"	"890	བརྟེ"
"2887	རྩུས"	"2887	རྩུས"
"2581	རྒད"	"2581	རྒད"
"2981	རྦེར"	"2981	རྦེར"
"950	བགྱེ"	"950	བགྱེ"
"1299	ངལ"	"1299	ངལ"
"1496	ཞིང"	"1496	ཞིང"
"656	གཉེ"	"656	གཉེ"
"514	པྲི"	"514	པྲི"
"1220	བམ"	"1220	བམ"
"2232	ཇུར"	"2232	ཇུར"
"3263	ལྒིན"	"3263	ལྒིན"
"3421	ལྷུལ"	"3421	ལྷུལ"
"235	ཇི"	"235	ཇི"
"201	བརྔ"	"201	བརྔ"
"3190	ལྦམ"	"3190	ལྦམ"
"453	སྣུ"	"453	སྣུ"
"2318	གིལ"	"2318	གིལ"
"2380	ཅེལ"	"2380	ཅེལ"
"901	བརྡོ"	"901	བརྡོ"
"524	དྲུ"	"524	དྲུ"
"2053	ཉོམ"	"2053	ཉོམ"
"968	བསླི"	"968	བསླི"
"2516	ཞེས"	"2516	ཞེས"
"1248	པའ"	"1248	པའ"
"2612	རྫར"	"2612	རྫར"
"1643	ཚུད"	"1643	ཚུད"
"252	ཡི"	"252	ཡི"
"2595	རྗན"	"2595	རྗན"
"1137	ཞད"	"1137	ཞད"
"2490	རུས"	"2490	རུས"
"1634	ཏུད"	"1634	ཏུད"
"1144	ཧད"	"1144	ཧད"
"2600	རྫའ"	"2600	རྫའ"
"187	བརླ"	"187	བརླ"
"455	སྦུ"	"455	སྦུ"
"1861	ལིབ"	"1861	ལིབ"
"1723	ཉིན"	"1723	ཉིན"
"2967	རྡེའ"	"2967	རྡེའ"
"3273	ལྒིབ"	"3273	ལྒིབ"
"135	བཙ"	"135	བཙ"
"2876	རྫུལ"	"2876	རྫུལ"
"3028	རྣོང"	"3028	རྣོང"
"266	ཉུ"	"266	ཉུ"
"280	ཟུ"	"280	ཟུ"
"1191	མབ"	"1191	མབ"
"2818	རྒུབ"	"2818	རྒུབ"
"96	ལྭ"	"96	ལྭ"
"2742	རྨིལ"	"2742	རྨིལ"
"2478	པུས"	"2478	པུས"
"316	སེ"	"316	སེ"
"192	བསྒ"	"192	བསྒ"
"3211	ལྷར"	"3211	ལྷར"
"3332	ལྐུག"	"3332	ལྐུག"
"2593	རྙའ"	"2593	རྙའ"
"3138	ལྦག"	"3138	ལྦག"
"1109	འང"	"1109	འང"
"2747	རྔིས"	"2747	རྔིས"
"1583	ཚོང"	"1583	ཚོང"
"775	མགོ"	"775	མགོ"
"3034	རྒོད"	"3034	རྒོད"
"643	གསི"	"643	གསི"
"805	འཁེ"	"805	འཁེ"
"1855	ཝིབ"	"1855	ཝིབ"
"1767	ཟུན"	"1767	ཟུན"
"541	ཀྲོ"	"541	ཀྲོ"
"97	ཤྭ"	"97	ཤྭ"
"2675	རྔིན"	"2675	རྔིན"
"427	ལྐོ"	"427	ལྐོ"
"877	བརྔུ"	"877	བརྔུ"
"1810	ཅོན"	"1810	ཅོན"
"2729	རྦིར"	"2729	རྦིར"
"2224	ཧིར"	"2224	ཧིར"
"575	སློ"	"575	སློ"
"100	རྒྱ"	"100	རྒྱ"
"3053	རྦོན"	"3053	རྦོན"
"1212	ཇམ"	"1212	ཇམ"
"3141	ལྒང"	"3141	ལྒང"
"1119	གད"	"1119	གད"
"920	བསྩི"	"920	བསྩི"
"1663	ཉེད"	"1663	ཉེད"
"2741	རྦིལ"	"2741	རྦིལ"
"785	འཁི"	"785	འཁི"
"1784	ཏེན"	"1784	ཏེན"
"2093	ཚིའ"	"2093	ཚིའ"
"1306	དལ"	"1306	དལ"
"2899	རྩེག"	"2899	རྩེག"
"1821	མོན"	"1821	མོན"
"1594	ཧོང"	"1594	ཧོང"
"3149	ལྷང"	"3149	ལྷང"
"2827	རྩུབ"	"2827	རྩུབ"
"555	ཟླི"	"555	ཟླི"
"2687	རྔིབ"	"2687	རྔིབ"
"3212	ལྐལ"	"3212	ལྐལ"
"2016	ཀེམ"	"2016	ཀེམ"
"2448	པིས"	"2448	པིས"
"791	འཕི"	"791	འཕི"
"2405	ཨེལ"	"2405	ཨེལ"
"2485	ཝུས"	"2485	ཝུས"
"2179	ཕོའ"	"2179	ཕོའ"
"1232	ཤམ"	"1232	ཤམ"
"839	དམྱུ"	"839	དམྱུ"
"621	སྤྲེ"	"621	སྤྲེ"
"3010	རྒོག"	"3010	རྒོག"
"3051	རྡོན"	"3051	རྡོན"
"2458	འིས"	"2458	འིས"
"1087	ཀང"	"1087	ཀང"
"407	ལྐུ"	"407	ལྐུ"
"2306	ཞོར"	"2306	ཞོར"
"3479	ལྤེབ"	"3479	ལྤེབ"
"405	ལྦི"	"405	ལྦི"
"2914	རྒེད"	"2914	རྒེད"
"844	དམྲུ"	"844	དམྲུ"
"2322	ཇིལ"	"2322	ཇིལ"
"850	དཀྲེ"	"850	དཀྲེ"
"1260	རའ"	"1260	རའ"
"2413	ཉོལ"	"2413	ཉོལ"
"2798	རྟུད"	"2798	རྟུད"
941 བསྟོ	941 བསྟོ
"3333	ལྒུག"	"3333	ལྒུག"
"2286	ཀོར"	"2286	ཀོར"
"2279	ཡེར"	"2279	ཡེར"
"2674	རྒིན"	"2674	རྒིན"
"1948	འོབ"	"1948	འོབ"
"1090	ངང"	"1090	ངང"
"539	སྲེ"	"539	སྲེ"
"559	གླུ"	"559	གླུ"
"565	གླེ"	"565	གླེ"
"3118	རྐོས"	"3118	རྐོས"
"2910	རྨེང"	"2910	རྨེང"
"2581	རྟམ"	"2581	རྟམ"
"237	ཏི"	"237	ཏི"
"2753	རྦིས"	"2753	རྦིས"
"2564	རྐབ"	"2564	རྐབ"
"422	ལྟེ"	"422	ལྟེ"
"874	བརྫི"	"874	བརྫི"
"3338	ལྡུག"	"3338	ལྡུག"
"1331	ཆས"	"1331	ཆས"
"1776	ཀེན"	"1776	ཀེན"
"1349	ཡས"	"1349	ཡས"
"1274	ཏར"	"1274	ཏར"
"433	ལྡོ"	"433	ལྡོ"
"89	གྭ"	"89	གྭ"
"2590	རྩད"	"2590	རྩད"
"1171	ལན"	"1171	ལན"
"2799	རྡུད"	"2799	རྡུད"
"1964	ཏིམ"	"1964	ཏིམ"
"1727	ནིན"	"1727	ནིན"
"1545	ཐེང"	"1545	ཐེང"
"639	གཞི"	"639	གཞི"
"1530	རུང"	"1530	རུང"
"1115	ཧང"	"1115	ཧང"
"2757	རྐུག"	"2757	རྐུག"
"903	བརྩོ"	"903	བརྩོ"
"1844	ཏིབ"	"1844	ཏིབ"
"2343	སིལ"	"2343	སིལ"
"1929	ངོབ"	"1929	ངོབ"
"1977	ཟིམ"	"1977	ཟིམ"
"814	འཛེ"	"814	འཛེ"
"2932	རྣེན"	"2932	རྣེན"
"2050	ཅོམ"	"2050	ཅོམ"
"2056	དོམ"	"2056	དོམ"
"3248	ལྡིང"	"3248	ལྡིང"
"2311	ལོར"	"2311	ལོར"
"927	བསྣུ"	"927	བསྣུ"
"2822	རྟུབ"	"2822	རྟུབ"
"2346	ཀུལ"	"2346	ཀུལ"
"2468	གུས"	"2468	གུས"
"323	ཅོ"	"323	ཅོ"
"3485	ལྕེམ"	"3485	ལྕེམ"
"2529	ངོས"	"2529	ངོས"
"29	ཨ"	"29	ཨ"
"2038	འེམ"	"2038	འེམ"
"366	རྟུ"	"366	རྟུ"
"2047	ཁོམ"	"2047	ཁོམ"
"683	དཀུ"	"683	དཀུ"
"2678	རྟིན"	"2678	རྟིན"
"1285	ཝར"	"1285	ཝར"
"1095	ཏང"	"1095	ཏང"
"2807	རྔུན"	"2807	རྔུན"
"1584	ཛོང"	"1584	ཛོང"
"2165	ཨེའ"	"2165	ཨེའ"
"1842	ཇིབ"	"1842	ཇིབ"
"3176	ལྟབ"	"3176	ལྟབ"
"3463	ལྒེན"	"3463	ལྒེན"
"387	རྔོ"	"387	རྔོ"
"2483	ཚུས"	"2483	ཚུས"
"1957	ཁིམ"	"1957	ཁིམ"
"2595	རྡའ"	"2595	རྡའ"
"3127	རྨོས"	"3127	རྨོས"
"3024	རྗོང"	"3024	རྗོང"
"1946	ཞོབ"	"1946	ཞོབ"
"2357	ནུལ"	"2357	ནུལ"
"854	དམྲེ"	"854	དམྲེ"
"892	བརྣེ"	"892	བརྣེ"
"1366	དིག"	"1366	དིག"
"360	རྫི"	"360	རྫི"
"3017	རྦོག"	"3017	རྦོག"
"2103	སིའ"	"2103	སིའ"
"2348	གུལ"	"2348	གུལ"
"2065	ཝོམ"	"2065	ཝོམ"
"2091	མིའ"	"2091	མིའ"
"204	བརྟ"	"204	བརྟ"
"141	མག"	"141	མག"
"511	ཏྲི"	"511	ཏྲི"
"2182	ཙོའ"	"2182	ཙོའ"
"2259	ངེར"	"2259	ངེར"
"1338	པས"	"1338	པས"
"3403	ལྒུར"	"3403	ལྒུར"
"3078	རྦོམ"	"3078	རྦོམ"
"2883	རྡུས"	"2883	རྡུས"
"3244	ལྔིང"	"3244	ལྔིང"
"99	རྐྱ"	"99	རྐྱ"
"110	སྦྲ"	"110	སྦྲ"
"1429	ཕེག"	"1429	ཕེག"
"1175	ཨན"	"1175	ཨན"
"1281	མར"	"1281	མར"
"1872	ཇུབ"	"1872	ཇུབ"
"194	བསྙ"	"194	བསྙ"
"2793	རྐུད"	"2793	རྐུད"
"1904	ཏེབ"	"1904	ཏེབ"
"2547	ཟོས"	"2547	ཟོས"
"2404	ཧེལ"	"2404	ཧེལ"
"2189	ཡོའ"	"2189	ཡོའ"
"351	རྔི"	"351	རྔི"
"2894	རྟེག"	"2894	རྟེག"
"669	གདོ"	"669	གདོ"
"3059	རྔོབ"	"3059	རྔོབ"
"803	འཚུ"	"803	འཚུ"
"3215	ལྕལ"	"3215	ལྕལ"
"1427	ནེག"	"1427	ནེག"
"2501	ཆེས"	"2501	ཆེས"
"1286	ཞར"	"1286	ཞར"
"2556	རྐག"	"2556	རྐག"
"530	ཀྲེ"	"530	ཀྲེ"
"1023	འཕྱི"	"1023	འཕྱི"
"328	ཐོ"	"328	ཐོ"
"247	ཛི"	"247	ཛི"
"432	ལྟོ"	"432	ལྟོ"
"680	དཔི"	"680	དཔི"
"1051	འབྱོ"	"1051	འབྱོ"
"2933	རྦེན"	"2933	རྦེན"
"3461	ལྷེད"	"3461	ལྷེད"
"3457	ལྟེད"	"3457	ལྟེད"
"1917	ཟེབ"	"1917	ཟེབ"
"1293	སར"	"1293	སར"
"1267	ཁར"	"1267	ཁར"
"1159	ཕན"	"1159	ཕན"
"2884	རྣུས"	"2884	རྣུས"
"1441	ལེག"	"1441	ལེག"
"330	ནོ"	"330	ནོ"
"724	བཏེ"	"724	བཏེ"
"591	སྦྱི"	"591	སྦྱི"
"2576	རྦང"	"2576	རྦང"
"313	རེ"	"313	རེ"
"138	བཤ"	"138	བཤ"
"1425	ཐེག"	"1425	ཐེག"
"2941	རྙེབ"	"2941	རྙེབ"
"904	བརྫོ"	"904	བརྫོ"
"761	མཚུ"	"761	མཚུ"
"2942	རྟེབ"	"2942	རྟེབ"
"1593	སོང"	"1593	སོང"
"2994	རྨེལ"	"2994	རྨེལ"
"1241	ཆའ"	"1241	ཆའ"
"416	ལྷུ"	"416	ལྷུ"
"1185	ཐབ"	"1185	ཐབ"
"1443	སེག"	"1443	སེག"
"2037	ཟེམ"	"2037	ཟེམ"
"1110	ཡང"	"1110	ཡང"
"2639	རྔིག"	"2639	རྔིག"
"3389	ལྤུམ"	"3389	ལྤུམ"
"1563	སེང"	"1563	སེང"
"471	སྔོ"	"471	སྔོ"
"3056	རྫོན"	"3056	རྫོན"
"2952	རྗེམ"	"2952	རྗེམ"
"131	བག"	"131	བག"
"493	མྱུ"	"493	མྱུ"
"564	ཀླེ"	"564	ཀླེ"
"1135	ཛད"	"1135	ཛད"
"1005	མཁྱི"	"1005	མཁྱི"
"3097	རྗོར"	"3097	རྗོར"
"2472	ཇུས"	"2472	ཇུས"
"3360	ལྦུད"	"3360	ལྦུད"
"482	གྱི"	"482	གྱི"
"1375	ཝིག"	"1375	ཝིག"
"632	སྣྲོ"	"632	སྣྲོ"
"576	རྐྱི"	"576	རྐྱི"
"2401	ལེལ"	"2401	ལེལ"
"3083	རྒོའ"	"3083	རྒོའ"
"2222	ཤིར"	"2222	ཤིར"
"1517	ནུང"	"1517	ནུང"
"1262	ཤའ"	"1262	ཤའ"
"2283	སེར"	"2283	སེར"
"284	ལུ"	"284	ལུ"
"22	འ"	"22	འ"
"1240	ཅའ"	"1240	ཅའ"
"1932	ཇོབ"	"1932	ཇོབ"
"3049	རྙོན"	"3049	རྙོན"
"2513	ཚེས"	"2513	ཚེས"
"3114	རྦོལ"	"3114	རྦོལ"
"1505	ཨིང"	"1505	ཨིང"
"1251	མའ"	"1251	མའ"
"3500	ལྦེའ"	"3500	ལྦེའ"
"3020	རྫོག"	"3020	རྫོག"
"609	སྐྲི"	"609	སྐྲི"
"2290	ཅོར"	"2290	ཅོར"
"3148	ལྦང"	"3148	ལྦང"
"1871	ཆུབ"	"1871	ཆུབ"
"2024	ཏེམ"	"2024	ཏེམ"
"3259	ལྤིད"	"3259	ལྤིད"
"3177	ལྡབ"	"3177	ལྡབ"
"225	འགྲ"	"225	འགྲ"
"2274	ཛེར"	"2274	ཛེར"
"998	བསྒྲེ"	"998	བསྒྲེ"
"3147	ལྤང"	"3147	ལྤང"
"1322	ཤལ"	"1322	ཤལ"
"1735	ཝིན"	"1735	ཝིན"
"180	བཀྱ"	"180	བཀྱ"
"1526	ཞུང"	"1526	ཞུང"
"2426	ཞོལ"	"2426	ཞོལ"
"690	དགེ"	"690	དགེ"
"116	གད"	"116	གད"
"217	མཀྲ"	"217	མཀྲ"
"2012	ཤུམ"	"2012	ཤུམ"
"2786	རྟུང"	"2786	རྟུང"
"3154	ལྗད"	"3154	ལྗད"
"1403	ཚུག"	"1403	ཚུག"
"1408	འུག"	"1408	འུག"
"1040	འགྱེ"	"1040	འགྱེ"
"577	རྒྱི"	"577	རྒྱི"
"3426	ལྗུས"	"3426	ལྗུས"
"2332	ཙིལ"	"2332	ཙིལ"
"755	མཆུ"	"755	མཆུ"
"2888	རྫུས"	"2888	རྫུས"
"1138	ཟད"	"1138	ཟད"
"515	ཕྲི"	"515	ཕྲི"
"740	བསོ"	"740	བསོ"
"1148	གན"	"1148	གན"
